query_id,chunk_id,original_score,query_text,chunk_text,ex35_score,ex35_reason,gem3_score,gem3_reason,ax4_score,ax4_reason,final_score,max_diff,is_conflict,agree_original
Q-0006,CASE-501042,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","경영자금 지원 방법을 알고 싶음
지원 방법과 종류에 대한 정보 부족으로 구체적인 피해 상황 명시 없음
경영자금 지원을 위한 구체적인 신청 방법과 절차 안내
소상공인으로서 자금 지원 프로그램의 세부 조건과 이용 가능 여부에 대한 정보 필요",2,"핵심 쟁점인 경영자금 지원 방법과 종류에 대한 정보 일치로 직접 인용 가능성이 있으나, Query에서 요청한 세부 사항 (상시 근로자 수, 업종별 조건 등)과 과거 민원의 세부 조건 정보가 완전히 일치하지 않아 수정 필요.",2,"Query와 Chunk 모두 경영자금 지원에 대한 문의이며, 신청 방법 및 세부 조건에 대한 정보가 필요하다는 점에서 핵심 쟁점이 일치합니다. 다만, Chunk는 구체적인 피해 상황에 대한 언급이 없어 Query와 세부 상황이 약간 다릅니다.",2,"핵심 쟁점은 경영자금 지원과 관련된 것으로 일치하며, 두 민원 모두 자금 지원 프로그램 및 신청 절차에 대한 정보를 요청하고 있습니다. 그러나 기준 민원은 특정 업종과 근로자 수에 따른 조건을 명확히 하고 있으며, 과거 민원은 구체적인 피해 상황이나 세부 조건이 명시되",2,0,False,True
Q-0006,CASE-500108,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","매출은 꾸준히 증가하고 있으나 원자재 구매에 필요한 자금 확보에 어려움을 겪고 있음 (신용등급 6등급으로 울산 신용보증재단 대출 불가, 기대출 500만 원 존재)
원자재 구매 자금 부족으로 생산 활동에 제약이 있음
신용등급에 상관없이 운영 자금 대출 가능한 대안 제시 또는 소상공인시장진흥공단의 생활 혁신형 창업 사업화 지원사업 참여 안내
최근 금융권 대출 ",2,"핵심 쟁점인 자금 지원 필요성과 경영 활동 제약은 일치하지만, 세부 상황(신용등급, 특정 대출 불가 사유 등)이 다소 다르며, 일부 해결 방향은 수정 후 활용 가능합니다.",2,"Query는 경영 어려움으로 인한 자금 지원을 요청하고 있으며, Chunk는 원자재 구매 자금 부족으로 인한 어려움을 겪는 상황을 설명합니다. 핵심 쟁점인 자금 부족은 동일하지만, 구체적인 상황과 지원 프로그램의 종류에서 차이가 있어 수정 후 활용 가능합니다.",2,"두 민원은 모두 자금 지원과 관련된 문제를 다루고 있으며, 특히 경영 안정과 자금 확보에 초점을 맞추고 있습니다. 그러나 Query는 경영 어려움과 자금 부족에 대한 구체적인 지원 프로그램과 신청 절차를 요청하는 반면, Chunk는 원자재 구매 자금 부족에 대한 대안 ",2,0,False,True
Q-0006,CASE-501181,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","개인사업자로서 수입의 불안정성과 경영 자금 부족 문제를 겪고 있으며, 직원 채용 시 혜택에 대한 정보도 필요함.
현재 자금 조달에 어려움이 있으며, 적절한 정책 지원 혜택을 받지 못하고 있음.
개인사업자를 위한 정책자금 지원 정보와 청년 고용 시 받을 수 있는 특별 자금 지원에 대한 자세한 안내 및 신청 절차 제공 요청.
2019년 중소기업 연구인력지원사업",2,"핵심 쟁점인 자금 지원 필요성과 개인사업자 대상 정책 지원 정보 요청은 일치하지만, 세부 상황에서 성장기반 자금이나 소상공인 특별자금 등 특정 프로그램에 대한 언급이 없고, 중소기업 연구인력지원사업과 같은 다소 다른 범주의 정보가 포함되어 있어 수정 후 활용 가능합니다",2,"Query와 Chunk 모두 경영 자금 부족 문제를 겪는 개인사업자에 대한 정책 자금 지원 정보를 요청하고 있어 핵심 쟁점과 분야는 일치합니다. 다만, Chunk는 직원 채용 관련 혜택이나 청년 고용 특별 자금 지원 등 Query에 없는 내용도 포함하고 있어 세부 상황",2,"두 민원은 모두 자금 부족 문제와 정책자금 지원을 다루고 있으며, 경영 안정과 자금 조달의 어려움을 겪고 있다는 점에서 핵심 쟁점이 일치합니다. 그러나 세부 상황(예: 상시 근로자 수, 업종)이 다르므로 직접적인 인용은 어렵지만 수정 후 활용 가능합니다.",2,0,False,True
Q-0006,CASE-501112,3,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","점포 운영 자금이 긴급하게 필요한 경영 상황
자금 부족으로 인한 경영 어려움
소상공인시장진흥공단 경영일반자금 신청 방법 안내 및 지원 절차
경영 전략상 자금 조달이 필요하며, 소상공인 지원 정책에 대한 정보 제공 요청",2,"핵심 쟁점인 자금 부족으로 인한 경영 어려움과 소상공인 자금 지원이 일치하지만, 구체적인 자금 프로그램 종류와 세부 조건에 대한 정보는 약간 부족하여 수정 후 활용 가능합니다.",2,"Query와 Chunk 모두 경영 어려움으로 인한 자금 지원 필요에 대한 내용으로 핵심 쟁점과 법령 카테고리가 동일합니다. 다만, Chunk는 소상공인시장진흥공단 경영일반자금에 대한 구체적인 신청 방법을 안내하고 있어 Query에서 요구하는 성장기반 자금, 경영안정자금",2,"쟁점과 법령 카테고리가 일치하며, 지원 절차와 조건이 유사하지만 세부 사항이 약간 다름. 수정 후 활용 가능.",2,0,False,False
Q-0006,CASE-500989,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","경영 어려움을 겪고 있으며, 자금 지원을 받기 위한 절차와 조건에 대한 정보 부족
구체적인 자금 지원 혜택을 받지 못하고 있음
자금 지원 신청 절차와 필요 서류에 대한 자세한 안내
소상공인으로서 경영 안정을 위해 정부의 자금 지원 프로그램을 활용하고자 함",2,"핵심 쟁점인 자금 지원 필요성과 관련 법령/프로그램 활용 의도는 일치하지만, Query에서 요청한 세부 사항 (상시 근로자 수, 업종별 조건, 대출 한도 등)은 과거 민원에서 명시적으로 다루어지지 않았습니다. 따라서 수정 후 활용 가능합니다.",2,"Query와 Chunk 모두 경영 어려움으로 인한 자금 지원 필요성을 언급하며, 신청 절차 및 조건에 대한 정보 부족을 나타냅니다. 하지만 Chunk는 구체적인 혜택을 받지 못했다는 내용이 추가되어 있어, Query에서 요구하는 세부 사항(대출 한도, 기간, 상환 방식",2,"두 민원은 모두 경영 어려움으로 인한 자금 지원에 관한 것으로, 핵심 쟁점과 법령 카테고리가 일치합니다. 그러나 세부 상황(예: 상시 근로자 수, 업종)이 약간 다르므로 수정 후 활용이 필요합니다.",2,0,False,True
Q-0006,CASE-501267,1,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","전년 대비 매출 지속적 감소
매출 감소로 인한 경영 어려움
소상공인 역량강화컨설팅 지원 신청 방법 안내
경영 애로사항 해결을 위한 컨설팅 지원 프로그램 정보 제공",1,"민원은 자금 지원에 초점을 맞추고 있지만, 과거 민원은 컨설팅 지원에 중점을 두고 있어 직접적인 인용은 어렵습니다. 그러나 경영 어려움이라는 핵심 쟁점은 일치하여 방향성을 제공합니다.",1,"Query는 자금 지원 프로그램 안내 및 세부 사항을 요구하지만, Chunk는 컨설팅 지원 프로그램 정보만 제공합니다. 두 민원은 경영 어려움이라는 공통 키워드를 가지고 있지만, 해결 방법이 달라 직접적인 관련성이 낮습니다.",1,"두 민원은 모두 자금 지원과 관련된 문제를 다루고 있지만, Query는 자금 지원에 대한 구체적인 프로그램과 조건을 요청하는 반면, Chunk는 컨설팅 지원에 관한 내용입니다. 두 주제는 유사하지만 직접적인 활용은 어렵습니다.",1,0,False,True
Q-0006,CASE-500158,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","경영 개선을 위한 자금 지원 정보를 찾고 있음
현재 1/4분기 도자금 배정분 소진으로 추가 자금 지원이 제한적임
경영 개선 자금 지원 가능 여부 및 신청 절차에 대한 자세한 안내
소규모 제조업 운영 중이며, 충청남도 내 소상공인 지원 정책 자금에 대한 정보와 신청 조건을 알고 싶음",2,"핵심 쟁점인 경영 개선을 위한 자금 지원과 관련 법령 및 지원 정책의 카테고리는 일치하지만, 구체적인 업종과 지역(충청남도) 세부 사항이 다르므로 수정 후 활용 가능합니다.",2,"Query와 Chunk 모두 경영 어려움으로 인한 자금 지원 정보를 요청하고 있으며, 소상공인 지원 정책에 대한 관심이 있다는 공통점을 가지고 있습니다. 다만, Chunk는 특정 분기 자금 소진으로 인한 제한적인 상황을 언급하고 있어 Query에서 제시하는 일반적인 자",2,"핵심 쟁점은 경영 개선을 위한 자금 지원으로 일치하지만, 세부 상황이 약간 다름. 기준 민원은 성장기반 자금 등 다양한 자금 지원 프로그램을 요청하고 있으며, 과거 민원은 도자금 배정분 소진 및 소규모 제조업 관련 지원에 초점을 맞추고 있음.",2,0,False,True
Q-0006,CASE-501286,2,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","학생 교복 판매 소상공인으로서 경영 사정상 자금이 필요함
현재 자금 부족으로 경영에 어려움을 겪고 있음
정부의 소상공인 경영안정자금 지원 제도에 대한 자세한 안내 및 신청 방법
소상공인 보호 및 지원 법률에 따른 지원 대상이며, 경영 안정을 위해 자금 지원이 필요함",2,"핵심 쟁점인 자금 지원 필요성과 경영 안정을 위한 정부 지원 제도 안내는 일치하지만, Query의 대상이 '경영 어려움으로 인한 자금 지원'인 반면, 과거 민원은 '학생 교복 판매 소상공인'이라는 특정 업종에 초점을 맞추고 있어 세부 상황이 약간 다름.",2,"핵심 쟁점(경영 어려움, 자금 부족)과 법령 카테고리(소상공인 경영안정자금)는 동일하나, Query는 성장기반 자금, 소상공인 특별자금 등 더 다양한 자금 지원 프로그램을 요구하고 있어 세부 상황이 약간 다릅니다.",2,"쟁점과 법령 카테고리가 일치하며, 소상공인 경영안정자금에 대한 지원 대상과 조건이 명확히 제시되어 있어 Query 답변 작성에 유용함. 그러나 세부 상황(업종)이 약간 다르므로 약간의 수정이 필요함.",2,0,False,True
Q-0006,CASE-501154,3,"경영 어려움으로 인한 자금 지원 필요
현재 자금 부족으로 경영 활동에 제약 발생
성장기반 자금, 경영안정자금, 소상공인 특별자금 등 적합한 자금 지원 프로그램 안내 및 신청 절차 안내
상시 근로자 수와 업종에 따른 지원 대상 조건, 대출 한도, 기간, 상환 방식 등 자금 지원 관련 세부 사항 제공","음식점 경영 중 점포 운영 자금이 긴급하게 필요함
자금 부족으로 인한 경영 어려움
소상공인시장진흥공단을 통한 점포 운영 자금 지원 방법 안내
소상공인의 경영 문제 해결과 영업 지속을 위해 자금 지원 프로그램이 존재하며, 구체적인 신청 조건과 절차가 안내됨",2,"핵심 쟁점인 자금 지원 필요성과 경영 어려움이 일치하며, 소상공인 자금 지원 프로그램에 대한 정보가 제공되어 있어 수정 후 활용 가능하지만, 구체적인 세부 사항 (상시 근로자 수, 업종별 조건 등)은 다소 부족합니다.",2,"핵심 쟁점(경영 어려움으로 인한 자금 지원 필요)과 법령 카테고리(소상공인 자금 지원)는 동일하나, Chunk는 음식점이라는 특정 업종에 대한 내용으로 세부 상황이 약간 다릅니다. 수정 후 활용 가능합니다.",2,"쟁점과 법령 카테고리가 일치하며, 소상공인을 위한 자금 지원 프로그램이 언급되어 있습니다. 그러나 Query는 다양한 자금 지원 프로그램을 요청하고 있으며, Chunk는 특정 프로그램(점포 운영 자금)에 대한 정보만 제공하고 있어 세부 상황에 약간의 차이가 있습니다.",2,0,False,False
Q-0007,CASE-700893,2,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","임금체불로 인한 실업급여 신청 자격 확인 중
임금체불 인정 결과가 나와야 실업급여 신청 가능하며, 소송 중에도 먼저 실업급여 신청이 불가능하다는 답변을 받음
소송 중에도 실업급여 신청 가능 여부 확인 및 절차 안내
임금체불 인정 시 실업급여 수급 자격이 있으나, 자발적 퇴사가 아닌 정당한 사유로 인한 이직이어야 하며, 임금체불 기간과 금액 기준 충족 필요.",2,"핵심 쟁점인 임금 체불과 실업급여 신청 자격은 일치하지만, Query에서 언급된 자발적 퇴사와 관련된 세부 상황이 과거 민원에서 명확히 다루어지지 않았으며, 추가적인 절차 안내가 필요함.",2,"Query와 Chunk 모두 임금 체불 상황에서 실업급여 수급 가능 여부를 문의하고 있으며, 관련 법규 및 조건을 설명하는 내용을 포함하고 있습니다. 다만, Chunk는 소송 중 실업급여 신청 가능 여부 등 Query에서 다루지 않는 세부 내용도 포함하고 있어 2점으로",2,"두 민원은 모두 임금 체불과 관련된 실업급여 신청 자격에 대해 다루고 있으며, 법령의 카테고리도 동일합니다. 그러나 Query는 자발적 퇴사 시 실업급여 수급 가능성에 초점을 맞추고 있고, Chunk는 소송 중 실업급여 신청에 대한 내용을 포함하고 있어 세부 상황이 약",2,0,False,True
Q-0007,CASE-700460,3,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","5월부터 현재까지 주 5일 무급으로 급여의 약 41%를 지급받지 못하고 있는 상황
급여 미지급으로 인한 경제적 어려움
자발적 퇴사 시 실업급여 신청 가능 여부 확인 및 지원 절차 안내
고용보험 적용 사업장에서의 임금 지연 또는 미지급이 부득이한 사유로 인한 이직 사유로 인정될 수 있으며, 이에 따른 실업급여 수급 자격에 대한 문의",2,"핵심 쟁점인 임금 체불과 자발적 퇴사 후 실업급여 자격 확인이 일치하지만, 지급 비율과 구체적인 법규 설명이 약간 다르며 추가 정보 제공이 필요해 수정 후 활용 가능합니다.",2,"핵심 쟁점(임금 체불, 자발적 퇴사, 실업급여)과 법령 카테고리는 동일하나, 구체적인 상황(월별 체불 vs. 미지급 비율)이 약간 상이하여 수정 후 활용 가능합니다. 해결 방법 관련하여 실업급여 수급 자격에 대한 문의 내용이 포함되어 있어 참고할 만한 가치가 있습니다.",3,"쟁점(임금 체불), 법령(고용보험법), 해결방법(실업급여 신청) 모두 일치하며, 세부 상황만 약간 다름. 직접 인용이 가능.",2,1,False,False
Q-0007,CASE-700751,2,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","퇴직 후 퇴직금 미지급 및 임금체불이 3개월 이상 지속됨
실업 급여 수급 자격에 대한 불확실성
퇴직금 지급 및 임금체불 문제 해결을 위한 행정 조치 요청
자발적 퇴사가 아닌 임금체불로 인한 이직 시 실업 급여 수급 가능성에 대한 문의 및 안내 필요성",2,"핵심 쟁점인 임금 체불과 실업 급여 수급 자격의 불확실성은 일치하지만, Query에서 자발적 퇴사에 초점을 맞춘 반면, Chunk는 이직 상황에 더 집중하고 있어 세부 상황이 약간 다릅니다. 따라서 수정 후 활용 가능합니다.",2,"핵심 쟁점인 임금 체불과 실업급여 자격 인정 여부에 대한 내용이 포함되어 있어 관련 법령 카테고리는 동일하나, 구체적인 상황(지급 주기, 자발적 퇴사 고려 등)이 약간 다르므로 수정 후 활용 가능합니다.",2,"임금 체불과 실업급여 관련성이 높으며, 자발적 퇴사 여부에 따른 실업급여 자격 조건이 유사함. 다만, 퇴직금과 임금체불의 구체적 상황이 약간 다름.",2,0,False,True
Q-0007,CASE-701017,1,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","코로나로 인해 8월 19일부터 영업정지 상태로 인해 근무 중이 아닌 상태이며, 자발적으로 퇴사하려는 상황입니다. 월급은 매월 10일에 지급되며, 최근 지급된 임금은 원래 월급의 약 60%였습니다. 사업장은 5인 미만 규모입니다.
자발적 퇴사로 인해 실업급여 수급 자격이 제한될 가능성이 있으나, 사업장의 코로나로 인한 영업정지로 인해 임금이 감소한 상황입니다",2,"핵심 쟁점인 임금 체불과 자발적 퇴사 후 실업급여 수급 가능성은 일치하지만, 코로나로 인한 영업정지 상황이 주요 원인으로 언급되어 세부 상황이 약간 다릅니다. 따라서 수정 후 활용 가능합니다.",2,"Query와 Chunk 모두 임금 체불/감소로 인한 자발적 퇴사 및 실업급여 수급 가능 여부에 대한 질문을 포함하고 있어 핵심 쟁점은 동일합니다. 다만, Query는 임금 체불이 지속적인 상황이고 Chunk는 코로나로 인한 영업정지로 임금이 감소한 상황으로 세부 상황이",2,,2,0,False,False
Q-0007,CASE-700409,3,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","회사에서 일부 급여 지급 지연 및 체불 발생
임금체불로 인한 자진 퇴사 고려 중
임금체불로 인한 자진 퇴사 시 실업급여 인정 여부 확인 및 신청 절차 안내
고용보험 피보험자로서 임금체불이 일정 조건 하에 정당한 이직 사유로 인정될 수 있으며, 이에 따른 실업급여 수급 자격 및 신청 방법에 대한 정보 필요",2,"핵심 쟁점인 임금 체불과 자발적 퇴사 후 실업급여 인정 여부가 일치하지만, 과거 민원에서 제공된 세부 절차 안내와 현재 Query의 요청 범위가 약간 차이가 있어 수정 후 활용 가능합니다.",3,"쟁점(임금 체불로 인한 자발적 퇴사 및 실업급여 수급), 법령(고용보험법), 담당부서(고용센터), 해결방법(실업급여 수급 자격 및 신청 방법)이 모두 일치하여 그대로 인용 가능합니다.",3,"쟁점(임금 체불), 법령(고용보험법), 해결방법(실업급여 신청) 모두 일치하여 그대로 인용 가능",3,1,False,True
Q-0007,CASE-700645,3,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","급여가 2개월 연체되어 퇴사하였음
실업 급여 수급 자격이 자발적 퇴사로 인해 제한적일 수 있음
임금 체불 확인서, 통장 이체 내역, 근로 계약서 등 구비 서류 제출 및 실업 급여 수급 자격 확인 요청
6개월 근무 기간 동안 4대 보험은 공제되었으나 임금 납부가 지연되었으며, 이로 인한 실업 급여 수급 가능 여부 문의 및 절차 안내 필요",2,"핵심 쟁점인 임금 체불과 실업급여 자격 문제는 일치하지만, 근무 기간과 퇴사 사유의 세부 상황이 약간 다릅니다. 과거 민원의 정보는 수정 후 활용 가능합니다.",2,"Query와 Chunk 모두 임금 체불로 인한 자발적 퇴사 후 실업급여 수급 가능 여부에 대한 내용으로 핵심 쟁점과 법령 카테고리가 동일합니다. 다만, Query는 체불 기간이 '몇 개월간 지속'되고 있다는 구체적인 상황을 언급하고 있는 반면, Chunk는 '2개월 연",2,"핵심 쟁점은 임금 체불로 인한 실업급여 수급 가능성이며, 두 민원의 상황이 유사합니다. 그러나 세부 사항(체불 기간, 근무 조건 등)이 약간 다르므로 수정 후 활용이 필요합니다.",2,0,False,False
Q-0007,CASE-700369,2,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","매월 말 급여 지급일에 급여가 미지급되었으며, 특히 2월, 3월, 그리고 예정된 4월 급여까지 미지급 상태로 퇴사 직전인 5월에 급여가 지급될 예정
임금체불로 인한 경제적 어려움과 실업 상태
임금체불로 인한 실업급여 인정 여부 확인 및 급여 지급 시 실업급여 수급 가능 여부 문의
고용보험 피보험자로서 임금체불 문제로 인한 실업 상황과 실업급여 수급 자격 요",2,"핵심 쟁점인 임금 체불과 실업급여 인정 여부는 일치하지만, 퇴사 시점과 구체적인 해결 방법에 대한 세부 사항이 약간 다릅니다. 과거 민원은 방향성을 제공하지만, 현재 Query의 특정 상황에 완벽하게 적용하기 위해서는 일부 수정이 필요합니다.",3,"쟁점(임금 체불 및 실업급여 자격), 법령(고용보험법), 담당부서(노동청), 해결방법(실업급여 수급 가능 여부 확인) 모두 일치하여 그대로 인용 가능합니다. 특히, 구체적인 미지급 달력과 퇴사 예정 시점 등 상황 설명도 유사하여 활용도가 매우 높습니다.",3,"쟁점(임금 체불), 법령(고용보험법), 해결방법(실업급여 수급 가능성) 모두 일치하며, 과거 민원의 내용이 현재 민원에 직접적으로 적용될 수 있습니다.",3,1,False,False
Q-0007,CASE-700717,2,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","외국인 근로자로서 6개월 동안 월급이 체불되고 있음
임금 체불로 인한 경제적 어려움
실업 급여 수급 자격 확인 및 임금 체불 문제 해결을 위한 조치
중소기업에서 근무 중이며, 임금 체불 기간이 2개월 이상으로 실업 급여 수급 자격 요건에 해당할 가능성이 있음. 관할 고용센터에 문의 필요함",2,"핵심 쟁점인 임금 체불과 실업급여 수급 자격 확인은 일치하지만, 근무 기간과 중소기업 근무 여부 등 세부 상황이 약간 다르므로 수정 후 활용 가능합니다.",2,"핵심 쟁점(임금 체불, 실업급여 수급 자격)과 관련 법규 카테고리는 동일하나, 구체적인 상황(체불 기간, 근무 형태)이 약간 상이하여 수정 후 활용 가능합니다. 특히, 외국인 근로자라는 점이 Query에서 언급되지 않았습니다.",3,"쟁점(임금 체불), 법령(고용보험법), 해결방법(고용센터 문의) 모두 일치하며, 세부 상황만 약간 다름.",2,1,False,True
Q-0007,CASE-701104,1,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","퇴직 후 1개월 만에 새로운 프리랜서 계약직으로 이직한 상황에서 실업급여 신청 가능 여부 문의
현재 구체적인 실업급여 수급 자격 여부 불명확, 자발적 퇴사 여부에 따라 수급 자격 달라질 수 있음
구체적인 수급 자격 여부 확인 및 필요 서류 안내 요청
고용보험 가입자의 실업급여 수급 조건과 자발적 퇴사의 영향에 대한 설명 제공, 최종 결정은 관할 고용센터에서",2,"핵심 쟁점인 실업급여 수급 자격과 자발적 퇴사의 영향은 일치하지만, 기준 민원의 임금 체불 상황과 과거 민원의 프리랜서 이직 상황이 세부적으로 다름. 따라서 수정 후 활용 가능하지만 완벽한 인용은 어려움.",2,"Query는 임금 체불로 인한 자발적 퇴사 후 실업급여 수급 가능 여부를 문의하는 상황이고, Chunk는 자발적 퇴사에 따른 실업급여 수급 자격에 대한 일반적인 설명을 제공합니다. 핵심 쟁점인 자발적 퇴사와 실업급여 수급 자격은 동일하지만, 구체적인 임금 체불 상황에 ",2,"핵심 쟁점은 실업급여 수급 자격이며, 두 민원의 상황이 다소 유사하지만 세부 사항이 다릅니다. 기준 민원은 임금 체불 상황에서의 자발적 퇴사 영향이고, 과거 민원은 퇴직 후 이직 상황입니다.",2,0,False,False
Q-0007,CASE-701278,3,"임금이 한 달씩 계속 밀려서 지급되고 있는 상황이 몇 개월간 지속되고 있음
임금 체불로 인해 경제적 어려움을 겪고 있으며, 이로 인해 자발적 퇴사를 고려하고 있음
임금 체불 상황에서 자발적 퇴사 시 실업급여 자격 인정 여부 확인
임금 체불 문제로 인한 실업급여 수급 가능 조건과 관련 법규에 대한 설명 제공","임금체불이 2개월 이상 지속되어 퇴사를 예정하고 있음
자발적 퇴사로 인해 실업급여 수급 자격이 제한적일 수 있음
임금체불로 인한 정당한 사유로 실업급여 신청 시 필요한 서류 안내
임금체불 기간과 금액 기준에 따른 정당한 이직 사유 인정 여부 및 실업급여 수급 절차에 대한 자세한 안내 필요",2,"핵심 쟁점인 임금 체불과 자발적 퇴사 후 실업급여 수급 자격이 일치하지만, 구체적인 기간과 금액 기준에 대한 세부 사항이 약간 다르며, 일부 절차 안내 부분이 추가로 필요해 수정 후 활용 가능합니다.",2,"핵심 쟁점(임금 체불로 인한 자발적 퇴사 및 실업급여 수급)과 관련 법규 카테고리는 동일하나, 구체적인 상황(체불 기간, 금액 기준 등)에 대한 세부 내용이 약간 상이하여 수정 후 활용 가능합니다.",3,"쟁점(임금 체불), 법령(고용보험법), 해결방법(실업급여 신청 절차) 모두 일치하며, Chunk가 Query에 필요한 정보를 정확히 제공함",2,1,False,False
