query_id	0	chunk_id	relevance
Q-0009	0	CASE-300139	0
Q-0010	0	CASE-80053	0
Q-0010	0	CASE-800289	1
Q-0010	0	CASE-800532	2
Q-0010	0	CASE-800425	1
Q-0010	0	CASE-800195	2
Q-0010	0	CASE-000252	1
Q-0010	0	CASE-80412	2
Q-0010	0	CASE-001212	1
Q-0010	0	CASE-80165	1
Q-0010	0	CASE-80166	3
Q-0010	0	CASE-800739	2
Q-0010	0	CASE-800564	1
Q-0010	0	CASE-20014	0
Q-0010	0	CASE-001401	1
Q-0010	0	CASE-001460	2
Q-0010	0	CASE-20078	1
Q-0011	0	CASE-000288	1
Q-0011	0	CASE-80256	1
Q-0011	0	CASE-000759	1
Q-0011	0	CASE-800195	1
Q-0011	0	CASE-80405	1
Q-0011	0	CASE-000119	2
Q-0011	0	CASE-800375	1
Q-0011	0	CASE-80412	1
Q-0011	0	CASE-001777	1
Q-0011	0	CASE-001443	1
Q-0011	0	CASE-800380	1
Q-0011	0	CASE-800322	1
Q-0011	0	CASE-001018	1
Q-0011	0	CASE-800739	2
Q-0011	0	CASE-30007	1
Q-0012	0	CASE-001465	1
Q-0012	0	CASE-600315	0
Q-0012	0	CASE-600316	0
Q-0012	0	CASE-500287	1
Q-0012	0	CASE-800587	1
Q-0012	0	CASE-500108	1
Q-0012	0	CASE-501117	2
Q-0012	0	CASE-501324	1
Q-0012	0	CASE-500589	2
Q-0012	0	CASE-501328	1
Q-0012	0	CASE-500193	1
Q-0012	0	CASE-500262	1
Q-0012	0	CASE-500899	1
Q-0012	0	CASE-501292	0
Q-0013	0	CASE-700963	1
Q-0013	0	CASE-700409	2
Q-0013	0	CASE-700480	1
Q-0013	0	CASE-700369	2
Q-0013	0	CASE-701101	1
Q-0013	0	CASE-701278	3
Q-0013	0	CASE-700938	2
Q-0013	0	CASE-701104	1
Q-0013	0	CASE-700495	1
Q-0013	0	CASE-700844	2
Q-0013	0	CASE-700845	1
Q-0013	0	CASE-701237	2
Q-0013	0	CASE-700948	3
Q-0013	0	CASE-700891	3
Q-0014	0	CASE-002049	2
Q-0014	0	CASE-001814	1
Q-0014	0	CASE-002304	2
Q-0014	0	CASE-002247	2
Q-0014	0	CASE-001647	2
Q-0014	0	CASE-001648	2
Q-0014	0	CASE-001896	2
Q-0014	0	CASE-002139	3
Q-0014	0	CASE-001904	3
Q-0014	0	CASE-001660	2
Q-0014	0	CASE-001608	2
Q-0014	0	CASE-001536	3
Q-0014	0	CASE-001848	2
Q-0014	0	CASE-001508	2
Q-0015	0	CASE-300699	0
Q-0015	0	CASE-000170	0
Q-0015	0	CASE-300355	1
Q-0015	0	CASE-301865	0
Q-0015	0	CASE-500996	0
Q-0015	0	CASE-301114	2
Q-0015	0	CASE-300843	1
Q-0015	0	CASE-300315	0
Q-0015	0	CASE-300916	2
Q-0015	0	CASE-300118	0
Q-0015	0	CASE-300730	1
Q-0015	0	CASE-300643	0
Q-0015	0	CASE-501288	0
Q-0015	0	CASE-301365	0
Q-0015	0	CASE-501093	1
Q-0016	0	CASE-800467	0
Q-0016	0	CASE-800182	1
Q-0016	0	CASE-800098	2
Q-0016	0	CASE-800045	3
Q-0016	0	CASE-800590	3
Q-0016	0	CASE-800185	1
Q-0016	0	CASE-80001	1
Q-0016	0	CASE-800652	1
Q-0016	0	CASE-80084	3
Q-0016	0	CASE-800556	0
Q-0016	0	CASE-70135	2
Q-0016	0	CASE-80167	2
Q-0016	0	CASE-80173	2
Q-0016	0	CASE-001172	0
Q-0017	0	CASE-80256	3
Q-0017	0	CASE-000759	1
Q-0017	0	CASE-800425	1
Q-0017	0	CASE-800195	2
Q-0017	0	CASE-800375	2
Q-0017	0	CASE-800838	1
Q-0017	0	CASE-80284	1
Q-0017	0	CASE-001777	1
Q-0017	0	CASE-800322	2
Q-0017	0	CASE-80166	2
Q-0017	0	CASE-800739	1
Q-0017	0	CASE-800335	2
Q-0017	0	CASE-30007	0
Q-0017	0	CASE-001460	1
Q-0017	0	CASE-20078	2
Q-0018	0	CASE-500979	0
Q-0018	0	CASE-501372	0
Q-0018	0	CASE-501109	0
Q-0018	0	CASE-700121	1
Q-0018	0	CASE-500992	0
Q-0018	0	CASE-500932	0
Q-0018	0	CASE-700179	1
Q-0018	0	CASE-500023	0
Q-0018	0	CASE-500157	0
Q-0018	0	CASE-501390	0
Q-0018	0	CASE-501442	0
Q-0018	0	CASE-501287	0
Q-0018	0	CASE-500956	0
Q-0018	0	CASE-500839	0
Q-0018	0	CASE-501463	0
Q-0018	0	CASE-501352	0
Q-0018	0	CASE-300999	0
Q-0019	0	CASE-701292	2
Q-0019	0	CASE-701221	1
Q-0019	0	CASE-700462	1
Q-0019	0	CASE-701300	1
Q-0019	0	CASE-700912	2
Q-0019	0	CASE-700764	1
Q-0019	0	CASE-700823	1
Q-0019	0	CASE-700391	1
Q-0019	0	CASE-700238	0
Q-0019	0	CASE-300303	0
Q-0019	0	CASE-701319	3
Q-0019	0	CASE-700603	0
Q-0019	0	CASE-701100	1
Q-0019	0	CASE-500955	2
Q-0019	0	CASE-501455	1
Q-0019	0	CASE-500257	1
Q-0019	0	CASE-700622	1
Q-0019	0	CASE-700449	3
Q-0020	0	CASE-002170	3
Q-0020	0	CASE-001490	3
Q-0020	0	CASE-002115	3
Q-0020	0	CASE-002472	2
Q-0020	0	CASE-002240	3
Q-0020	0	CASE-001875	3
Q-0020	0	CASE-001491	3
Q-0020	0	CASE-001839	3
Q-0020	0	CASE-001488	2
Q-0020	0	CASE-002511	0
Q-0021	0	CASE-500463	0
Q-0021	0	CASE-001307	0
Q-0021	0	CASE-300856	1
Q-0021	0	CASE-301255	1
Q-0021	0	CASE-302140	0
Q-0021	0	CASE-700653	0
Q-0021	0	CASE-301931	0
Q-0021	0	CASE-001382	0
Q-0021	0	CASE-300869	0
Q-0021	0	CASE-600236	1
Q-0021	0	CASE-300728	2
Q-0021	0	CASE-301597	1
Q-0021	0	CASE-300916	1
Q-0021	0	CASE-300636	2
Q-0021	0	CASE-300862	0
Q-0021	0	CASE-000565	0
Q-0021	0	CASE-301751	0
Q-0022	0	CASE-800401	2
Q-0022	0	CASE-800808	1
Q-0022	0	CASE-000927	2
Q-0022	0	CASE-800298	1
Q-0022	0	CASE-000932	2
Q-0022	0	CASE-70105	2
Q-0022	0	CASE-800360	2
Q-0022	0	CASE-000761	2
Q-0022	0	CASE-30095	2
Q-0022	0	CASE-80204	1
Q-0022	0	CASE-80469	2
Q-0022	0	CASE-800660	2
Q-0022	0	CASE-800491	2
Q-0022	0	CASE-600416	0
Q-0022	0	CASE-800446	2
Q-0022	0	CASE-800163	2
Q-0023	0	CASE-80245	3
Q-0023	0	CASE-80189	0
Q-0023	0	CASE-800195	2
Q-0023	0	CASE-800375	2
Q-0023	0	CASE-80412	1
Q-0023	0	CASE-001777	1
Q-0023	0	CASE-001443	1
Q-0023	0	CASE-800322	2
Q-0023	0	CASE-800380	1
Q-0023	0	CASE-001448	1
Q-0023	0	CASE-001018	2
Q-0023	0	CASE-80166	2
Q-0023	0	CASE-800739	1
Q-0023	0	CASE-80238	2
Q-0023	0	CASE-30007	0
Q-0023	0	CASE-10002	1
Q-0024	0	CASE-500666	3
Q-0024	0	CASE-500768	0
Q-0024	0	CASE-700397	0
Q-0024	0	CASE-700632	0
Q-0024	0	CASE-700519	0
Q-0024	0	CASE-500803	0
Q-0024	0	CASE-501257	0
Q-0024	0	CASE-000303	0
Q-0024	0	CASE-700826	0
Q-0024	0	CASE-500713	0
Q-0024	0	CASE-500284	0
Q-0024	0	CASE-501013	0
Q-0024	0	CASE-501463	0
Q-0024	0	CASE-600185	0
Q-0024	0	CASE-501352	0
Q-0024	0	CASE-501416	0
Q-0024	0	CASE-500655	0
Q-0025	0	CASE-701290	1
Q-0025	0	CASE-700809	1
Q-0025	0	CASE-700522	1
Q-0025	0	CASE-701255	1
Q-0025	0	CASE-700920	3
Q-0025	0	CASE-700824	3
Q-0025	0	CASE-701269	3
Q-0025	0	CASE-700542	3
Q-0025	0	CASE-700428	2
Q-0025	0	CASE-701101	1
Q-0025	0	CASE-701104	1
Q-0025	0	CASE-701052	1
Q-0025	0	CASE-701110	1
Q-0025	0	CASE-700559	1
Q-0025	0	CASE-701057	2
Q-0025	0	CASE-701248	1
Q-0026	0	CASE-002466	2
Q-0026	0	CASE-001632	1
Q-0026	0	CASE-002296	2
Q-0026	0	CASE-001942	3
Q-0026	0	CASE-002486	3
Q-0026	0	CASE-002189	2
Q-0026	0	CASE-001771	3
Q-0026	0	CASE-001504	2
Q-0026	0	CASE-001838	2
Q-0026	0	CASE-001725	2
Q-0026	0	CASE-001614	0
Q-0026	0	CASE-002404	2
Q-0026	0	CASE-002407	2
Q-0027	0	CASE-300004	0
Q-0027	0	CASE-300113	0
Q-0027	0	CASE-300595	0
Q-0027	0	CASE-300700	0
Q-0027	0	CASE-301698	2
Q-0027	0	CASE-301844	0
Q-0027	0	CASE-600149	0
Q-0027	0	CASE-301102	1
Q-0027	0	CASE-700030	1
Q-0027	0	CASE-301040	0
Q-0027	0	CASE-301995	3
Q-0027	0	CASE-301114	1
Q-0027	0	CASE-300065	0
Q-0027	0	CASE-301824	0
Q-0027	0	CASE-301549	0
Q-0027	0	CASE-301833	0
Q-0027	0	CASE-300590	1
Q-0028	0	CASE-501423	0
Q-0028	0	CASE-000223	0
Q-0028	0	CASE-000695	0
Q-0028	0	CASE-501242	0
Q-0028	0	CASE-700882	0
Q-0028	0	CASE-500188	0
Q-0028	0	CASE-700835	1
Q-0028	0	CASE-700838	1
Q-0028	0	CASE-501450	0
Q-0028	0	CASE-701170	0
Q-0028	0	CASE-501073	0
Q-0028	0	CASE-500621	0
Q-0028	0	CASE-700438	1
Q-0028	0	CASE-80297	0
Q-0028	0	CASE-701007	0
Q-0028	0	CASE-700057	0
Q-0029	0	CASE-800530	1
Q-0029	0	CASE-800589	1
Q-0029	0	CASE-000759	2
Q-0029	0	CASE-70099	0
Q-0029	0	CASE-800425	1
Q-0029	0	CASE-80405	1
Q-0029	0	CASE-800313	0
Q-0029	0	CASE-80215	0
Q-0029	0	CASE-100085	0
Q-0029	0	CASE-800375	1
Q-0029	0	CASE-80412	1
Q-0029	0	CASE-001777	1
Q-0029	0	CASE-80165	0
Q-0029	0	CASE-80166	2
Q-0029	0	CASE-800445	0
Q-0029	0	CASE-001401	1
Q-0029	0	CASE-30007	0
Q-0030	0	CASE-500106	2
Q-0030	0	CASE-500303	2
Q-0030	0	CASE-500029	1
Q-0030	0	CASE-501245	2
Q-0030	0	CASE-500108	1
Q-0030	0	CASE-501192	2
Q-0030	0	CASE-501127	2
Q-0030	0	CASE-501133	1
Q-0030	0	CASE-501139	1
Q-0030	0	CASE-500890	3
Q-0030	0	CASE-500891	2
Q-0030	0	CASE-500889	1
Q-0030	0	CASE-500899	1
Q-0030	0	CASE-501420	2
Q-0030	0	CASE-501228	2
Q-0031	0	CASE-501235	0
Q-0031	0	CASE-700904	1
Q-0031	0	CASE-700750	1
Q-0031	0	CASE-700524	0
Q-0031	0	CASE-700973	0
Q-0031	0	CASE-700877	1
Q-0031	0	CASE-501381	0
Q-0031	0	CASE-700530	0
Q-0031	0	CASE-700234	1
Q-0031	0	CASE-700919	2
Q-0031	0	CASE-700884	3
Q-0031	0	CASE-701272	0
Q-0031	0	CASE-700662	1
Q-0031	0	CASE-501207	1
Q-0031	0	CASE-701178	0
Q-0031	0	CASE-500842	3
Q-0032	0	CASE-002350	1
Q-0032	0	CASE-001635	0
Q-0032	0	CASE-001578	0
Q-0032	0	CASE-002362	2
Q-0032	0	CASE-002125	3
Q-0032	0	CASE-002247	1
Q-0032	0	CASE-002319	2
Q-0032	0	CASE-001714	1
Q-0032	0	CASE-002502	2
Q-0032	0	CASE-002267	2
Q-0032	0	CASE-002152	3
Q-0032	0	CASE-002210	3
Q-0032	0	CASE-001788	2
Q-0032	0	CASE-001848	1
Q-0033	0	CASE-300692	0
Q-0033	0	CASE-700571	0
Q-0033	0	CASE-300657	0
Q-0033	0	CASE-301436	0
Q-0033	0	CASE-300153	0
Q-0033	0	CASE-301249	0
Q-0033	0	CASE-300489	0
Q-0033	0	CASE-301577	0
Q-0033	0	CASE-301255	1
Q-0033	0	CASE-301717	0
Q-0033	0	CASE-300554	0
Q-0033	0	CASE-301863	0
Q-0033	0	CASE-301725	0
Q-0033	0	CASE-301472	0
Q-0033	0	CASE-300989	0
Q-0033	0	CASE-300517	0
Q-0033	0	CASE-301736	0
Q-0033	0	CASE-301367	0
Q-0034	0	CASE-80375	1
Q-0034	0	CASE-30080	2
Q-0034	0	CASE-800520	3
Q-0034	0	CASE-800698	1
Q-0034	0	CASE-800294	2
Q-0034	0	CASE-800246	2
Q-0034	0	CASE-80139	1
Q-0034	0	CASE-800710	1
Q-0034	0	CASE-800250	2
Q-0034	0	CASE-800773	3
Q-0034	0	CASE-80021	1
Q-0034	0	CASE-800781	1
Q-0034	0	CASE-80229	1
Q-0034	0	CASE-800560	1
Q-0035	0	CASE-800289	1
Q-0035	0	CASE-000288	1
Q-0035	0	CASE-80256	1
Q-0035	0	CASE-800530	1
Q-0035	0	CASE-800589	1
Q-0035	0	CASE-30009	1
Q-0035	0	CASE-000759	1
Q-0035	0	CASE-800195	2
Q-0035	0	CASE-000119	1
Q-0035	0	CASE-800375	1
Q-0035	0	CASE-001443	1
Q-0035	0	CASE-800322	2
Q-0035	0	CASE-001018	1
Q-0035	0	CASE-80292	0
Q-0035	0	CASE-800739	2
Q-0035	0	CASE-10002	2
Q-0036	0	CASE-501297	0
Q-0036	0	CASE-000018	0
Q-0036	0	CASE-600433	0
Q-0036	0	CASE-80128	0
Q-0036	0	CASE-002231	0
Q-0036	0	CASE-800483	0
Q-0036	0	CASE-600284	0
Q-0036	0	CASE-002194	0
Q-0036	0	CASE-800487	0
Q-0036	0	CASE-001599	0
Q-0036	0	CASE-800785	0
Q-0036	0	CASE-300169	0
Q-0036	0	CASE-80034	0
Q-0036	0	CASE-000965	0
Q-0036	0	CASE-700204	0
Q-0036	0	CASE-700950	0
Q-0036	0	CASE-002046	0
Q-0036	0	CASE-600369	0
Q-0037	0	CASE-700801	1
Q-0037	0	CASE-700570	1
Q-0037	0	CASE-700962	1
Q-0037	0	CASE-700803	2
Q-0037	0	CASE-700690	3
Q-0037	0	CASE-700035	1
Q-0037	0	CASE-701084	1
Q-0037	0	CASE-701256	2
Q-0037	0	CASE-501135	2
Q-0037	0	CASE-701285	1
Q-0037	0	CASE-700950	2
Q-0037	0	CASE-701185	2
Q-0037	0	CASE-700622	0
Q-0037	0	CASE-700624	1
Q-0038	0	CASE-001936	2
Q-0038	0	CASE-002172	3
Q-0038	0	CASE-001864	2
Q-0038	0	CASE-001579	3
Q-0038	0	CASE-002360	2
Q-0038	0	CASE-002232	3
Q-0038	0	CASE-001557	3
Q-0038	0	CASE-001706	2
Q-0038	0	CASE-001710	3
Q-0038	0	CASE-002320	3
Q-0038	0	CASE-002432	3
Q-0038	0	CASE-002446	3
Q-0038	0	CASE-001852	2
Q-0038	0	CASE-002342	3
Q-0039	0	CASE-300469	0
Q-0039	0	CASE-301006	1
Q-0039	0	CASE-300192	0
Q-0039	0	CASE-301011	0
Q-0039	0	CASE-301033	0
Q-0039	0	CASE-300968	0
Q-0039	0	CASE-300224	0
Q-0039	0	CASE-301402	0
Q-0039	0	CASE-501330	1
Q-0039	0	CASE-300916	0
Q-0039	0	CASE-300795	0
Q-0039	0	CASE-301066	2
Q-0039	0	CASE-300801	0
Q-0039	0	CASE-500268	0
Q-0039	0	CASE-500664	0
Q-0039	0	CASE-301620	3
Q-0039	0	CASE-301224	0
Q-0040	0	CASE-800520	1
Q-0040	0	CASE-80380	0
Q-0040	0	CASE-80056	0
Q-0040	0	CASE-600264	0
Q-0040	0	CASE-800294	1
Q-0040	0	CASE-800642	3
Q-0040	0	CASE-000589	0
Q-0040	0	CASE-800250	2
Q-0040	0	CASE-800773	1
Q-0040	0	CASE-800310	0
Q-0040	0	CASE-800659	3
Q-0040	0	CASE-800548	1
Q-0040	0	CASE-30105	0
Q-0040	0	CASE-80229	1
Q-0040	0	CASE-80231	0
Q-0040	0	CASE-001282	0
Q-0040	0	CASE-800686	2
Q-0040	0	CASE-80243	0
Q-0041	0	CASE-001232	1
Q-0041	0	CASE-000223	1
Q-0041	0	CASE-000284	2
Q-0041	0	CASE-001297	3
Q-0041	0	CASE-001126	1
Q-0041	0	CASE-001304	3
Q-0041	0	CASE-80457	1
Q-0041	0	CASE-800651	2
Q-0041	0	CASE-000417	1
Q-0041	0	CASE-100076	1
Q-0041	0	CASE-001317	3
Q-0041	0	CASE-000439	3
Q-0042	0	CASE-500912	0
Q-0042	0	CASE-500095	1
Q-0042	0	CASE-300275	0
Q-0042	0	CASE-500684	1
Q-0042	0	CASE-500868	3
Q-0042	0	CASE-500694	0
Q-0042	0	CASE-000089	0
Q-0042	0	CASE-500990	1
Q-0042	0	CASE-500368	1
Q-0042	0	CASE-501261	0
Q-0042	0	CASE-500591	1
Q-0042	0	CASE-500603	0
Q-0042	0	CASE-500616	1
Q-0042	0	CASE-20068	0
Q-0042	0	CASE-500134	0
Q-0042	0	CASE-501468	0
Q-0042	0	CASE-501160	0
Q-0043	0	CASE-700897	1
Q-0043	0	CASE-700962	2
Q-0043	0	CASE-700690	2
Q-0043	0	CASE-700035	1
Q-0043	0	CASE-701256	2
Q-0043	0	CASE-701120	2
Q-0043	0	CASE-501389	0
Q-0043	0	CASE-501135	1
Q-0043	0	CASE-700435	2
Q-0043	0	CASE-700073	3
Q-0043	0	CASE-701053	2
Q-0043	0	CASE-700995	2
Q-0043	0	CASE-701185	2
Q-0043	0	CASE-700624	1
Q-0044	0	CASE-001631	3
Q-0044	0	CASE-001869	2
Q-0044	0	CASE-001639	2
Q-0044	0	CASE-002064	2
Q-0044	0	CASE-001760	2
Q-0044	0	CASE-001645	2
Q-0044	0	CASE-001648	2
Q-0044	0	CASE-001649	2
Q-0044	0	CASE-002141	2
Q-0044	0	CASE-001904	2
Q-0044	0	CASE-001602	2
Q-0044	0	CASE-001719	3
Q-0044	0	CASE-002326	3
Q-0044	0	CASE-001482	2
Q-0044	0	CASE-002153	3
Q-0044	0	CASE-001672	2
Q-0045	0	CASE-700152	0
Q-0045	0	CASE-300192	0
Q-0045	0	CASE-301767	0
Q-0045	0	CASE-301900	1
Q-0045	0	CASE-300068	1
Q-0045	0	CASE-301787	1
Q-0045	0	CASE-301650	0
Q-0045	0	CASE-300624	1
Q-0045	0	CASE-301345	0
Q-0045	0	CASE-300912	2
Q-0045	0	CASE-301539	2
Q-0045	0	CASE-301129	1
Q-0045	0	CASE-300799	0
Q-0045	0	CASE-301488	0
Q-0045	0	CASE-301554	2
Q-0046	0	CASE-70079	0
Q-0046	0	CASE-000692	2
Q-0046	0	CASE-80203	0
Q-0046	0	CASE-800364	1
Q-0046	0	CASE-000766	0
Q-0046	0	CASE-000651	0
Q-0046	0	CASE-70099	1
Q-0046	0	CASE-80146	1
Q-0046	0	CASE-800081	3
Q-0046	0	CASE-800372	0
Q-0046	0	CASE-800834	0
Q-0046	0	CASE-800723	0
Q-0046	0	CASE-800318	3
Q-0046	0	CASE-600035	0
Q-0046	0	CASE-800265	1
Q-0046	0	CASE-30063	2
Q-0047	0	CASE-80120	0
Q-0047	0	CASE-001297	2
Q-0047	0	CASE-001304	2
Q-0047	0	CASE-800648	1
Q-0047	0	CASE-800651	3
Q-0047	0	CASE-000243	1
Q-0047	0	CASE-100076	1
Q-0047	0	CASE-30100	0
Q-0047	0	CASE-001317	2
Q-0047	0	CASE-80078	0
Q-0047	0	CASE-800848	1
Q-0047	0	CASE-80437	3
Q-0048	0	CASE-500439	1
Q-0048	0	CASE-501098	0
Q-0048	0	CASE-500810	1
Q-0048	0	CASE-701058	0
Q-0048	0	CASE-500515	2
Q-0048	0	CASE-700055	0
Q-0048	0	CASE-500402	0
Q-0048	0	CASE-500892	0
Q-0048	0	CASE-500746	2
Q-0048	0	CASE-500637	2
Q-0048	0	CASE-501352	0
Q-0048	0	CASE-500902	2
Q-0048	0	CASE-501416	0
Q-0048	0	CASE-501290	2
Q-0048	0	CASE-700074	0
Q-0048	0	CASE-700057	0
Q-0049	0	CASE-701022	1
Q-0049	0	CASE-701222	1
Q-0049	0	CASE-700637	2
Q-0049	0	CASE-700974	1
Q-0049	0	CASE-701199	2
Q-0049	0	CASE-700708	2
Q-0049	0	CASE-700886	2
Q-0049	0	CASE-300952	0
Q-0049	0	CASE-701206	2
Q-0049	0	CASE-300312	0
Q-0049	0	CASE-700721	2
Q-0049	0	CASE-300511	0
Q-0049	0	CASE-700944	3
Q-0049	0	CASE-701181	3
Q-0049	0	CASE-701242	3
Q-0049	0	CASE-700736	2
Q-0050	0	CASE-001801	2
Q-0050	0	CASE-001636	2
Q-0050	0	CASE-001874	3
Q-0050	0	CASE-001645	2
Q-0050	0	CASE-002130	2
Q-0050	0	CASE-001649	2
Q-0050	0	CASE-001884	2
Q-0050	0	CASE-001896	3
Q-0050	0	CASE-001770	2
Q-0050	0	CASE-002263	2
Q-0050	0	CASE-001904	2
Q-0050	0	CASE-001719	2
Q-0050	0	CASE-001608	2
Q-0050	0	CASE-002402	2
Q-0050	0	CASE-002162	1
